param2,param1,min_dist,min_radius,max_radius,dp,circles,ellipses,raw_count,adjusted,out_file,elapsed_ms
25,120,40,10,70,1.2,1107,0,1107,996.3000000000001,output__p1=120_p2=25_md=40_r=10-70_dp=1.2.jpg,4344.1
25,120,40,10,70,1.5,1134,0,1134,1020.6,output__p1=120_p2=25_md=40_r=10-70_dp=1.5.jpg,3482.5
35,50,15,10,70,1.0,3612,0,3612,3250.8,output__p1=50_p2=35_md=15_r=10-70_dp=1.0.jpg,1101.8
35,50,15,10,70,1.2,6534,0,6534,5880.6,output__p1=50_p2=35_md=15_r=10-70_dp=1.2.jpg,4342.7
35,50,15,10,70,1.5,7340,0,7340,6606.0,output__p1=50_p2=35_md=15_r=10-70_dp=1.5.jpg,3912.8
35,50,25,10,70,1.0,1750,0,1750,1575.0,output__p1=50_p2=35_md=25_r=10-70_dp=1.0.jpg,995.4
35,50,25,10,70,1.2,2563,0,2563,2306.7000000000003,output__p1=50_p2=35_md=25_r=10-70_dp=1.2.jpg,4191.6
35,50,25,10,70,1.5,2727,0,2727,2454.3,output__p1=50_p2=35_md=25_r=10-70_dp=1.5.jpg,3690.1
35,50,40,10,70,1.0,809,0,809,728.1,output__p1=50_p2=35_md=40_r=10-70_dp=1.0.jpg,1226.6
35,50,40,10,70,1.2,1047,0,1047,942.3000000000001,output__p1=50_p2=35_md=40_r=10-70_dp=1.2.jpg,4261.7
35,50,40,10,70,1.5,1126,0,1126,1013.4,output__p1=50_p2=35_md=40_r=10-70_dp=1.5.jpg,3967.3
35,80,15,10,70,1.0,2690,0,2690,2421.0,output__p1=80_p2=35_md=15_r=10-70_dp=1.0.jpg,727.9
35,80,15,10,70,1.2,6081,0,6081,5472.900000000001,output__p1=80_p2=35_md=15_r=10-70_dp=1.2.jpg,3485.9
35,80,15,10,70,1.5,7205,0,7205,6484.5,output__p1=80_p2=35_md=15_r=10-70_dp=1.5.jpg,3750.5
35,80,25,10,70,1.0,1418,0,1418,1276.2,output__p1=80_p2=35_md=25_r=10-70_dp=1.0.jpg,626.0
35,80,25,10,70,1.2,2439,0,2439,2195.1,output__p1=80_p2=35_md=25_r=10-70_dp=1.2.jpg,2923.7
35,80,25,10,70,1.5,2678,0,2678,2410.2000000000003,output__p1=80_p2=35_md=25_r=10-70_dp=1.5.jpg,3308.4
35,80,40,10,70,1.0,709,0,709,638.1,output__p1=80_p2=35_md=40_r=10-70_dp=1.0.jpg,613.2
35,80,40,10,70,1.2,1025,0,1025,922.5,output__p1=80_p2=35_md=40_r=10-70_dp=1.2.jpg,3246.1
35,80,40,10,70,1.5,1122,0,1122,1009.8000000000001,output__p1=80_p2=35_md=40_r=10-70_dp=1.5.jpg,3476.7
35,120,15,10,70,1.0,1566,0,1566,1409.4,output__p1=120_p2=35_md=15_r=10-70_dp=1.0.jpg,315.5
35,120,15,10,70,1.2,5144,0,5144,4629.6,output__p1=120_p2=35_md=15_r=10-70_dp=1.2.jpg,2069.0
35,120,15,10,70,1.5,6948,0,6948,6253.2,output__p1=120_p2=35_md=15_r=10-70_dp=1.5.jpg,3379.5
35,120,25,10,70,1.0,921,0,921,828.9,output__p1=120_p2=35_md=25_r=10-70_dp=1.0.jpg,318.3
35,120,25,10,70,1.2,2209,0,2209,1988.1000000000001,output__p1=120_p2=35_md=25_r=10-70_dp=1.2.jpg,2132.8
35,120,25,10,70,1.5,2609,0,2609,2348.1,output__p1=120_p2=35_md=25_r=10-70_dp=1.5.jpg,3436.2
35,120,40,10,70,1.0,528,0,528,475.2,output__p1=120_p2=35_md=40_r=10-70_dp=1.0.jpg,327.8
35,120,40,10,70,1.2,956,0,956,860.4,output__p1=120_p2=35_md=40_r=10-70_dp=1.2.jpg,2037.1
35,120,40,10,70,1.5,1072,0,1072,964.8000000000001,output__p1=120_p2=35_md=40_r=10-70_dp=1.5.jpg,3168.5
50,50,15,10,70,1.0,80,0,80,72.0,output__p1=50_p2=50_md=15_r=10-70_dp=1.0.jpg,135.4
50,50,15,10,70,1.2,2598,0,2598,2338.2000000000003,output__p1=50_p2=50_md=15_r=10-70_dp=1.2.jpg,781.0
50,50,15,10,70,1.5,6411,0,6411,5769.900000000001,output__p1=50_p2=50_md=15_r=10-70_dp=1.5.jpg,3297.6
50,50,25,10,70,1.0,72,0,72,64.8,output__p1=50_p2=50_md=25_r=10-70_dp=1.0.jpg,116.6
50,50,25,10,70,1.2,1387,0,1387,1248.3,output__p1=50_p2=50_md=25_r=10-70_dp=1.2.jpg,805.7
50,50,25,10,70,1.5,2470,0,2470,2223.0,output__p1=50_p2=50_md=25_r=10-70_dp=1.5.jpg,4225.4
50,50,40,10,70,1.0,68,0,68,61.2,output__p1=50_p2=50_md=40_r=10-70_dp=1.0.jpg,150.0
50,50,40,10,70,1.2,698,0,698,628.2,output__p1=50_p2=50_md=40_r=10-70_dp=1.2.jpg,727.0
50,50,40,10,70,1.5,1028,0,1028,925.2,output__p1=50_p2=50_md=40_r=10-70_dp=1.5.jpg,3998.2
50,80,15,10,70,1.0,37,0,37,33.300000000000004,output__p1=80_p2=50_md=15_r=10-70_dp=1.0.jpg,128.5
50,80,15,10,70,1.2,1779,0,1779,1601.1000000000001,output__p1=80_p2=50_md=15_r=10-70_dp=1.2.jpg,467.7
50,80,15,10,70,1.5,5943,0,5943,5348.7,output__p1=80_p2=50_md=15_r=10-70_dp=1.5.jpg,3065.3
50,80,25,10,70,1.0,34,0,34,30.6,output__p1=80_p2=50_md=25_r=10-70_dp=1.0.jpg,108.5
50,80,25,10,70,1.2,1059,0,1059,953.1,output__p1=80_p2=50_md=25_r=10-70_dp=1.2.jpg,556.4
50,80,25,10,70,1.5,2355,0,2355,2119.5,output__p1=80_p2=50_md=25_r=10-70_dp=1.5.jpg,2694.8
50,80,40,10,70,1.0,34,0,34,30.6,output__p1=80_p2=50_md=40_r=10-70_dp=1.0.jpg,111.2
50,80,40,10,70,1.2,563,0,563,506.7,output__p1=80_p2=50_md=40_r=10-70_dp=1.2.jpg,461.3
50,80,40,10,70,1.5,1007,0,1007,906.3000000000001,output__p1=80_p2=50_md=40_r=10-70_dp=1.5.jpg,2524.5
50,120,15,10,70,1.0,11,0,11,9.9,output__p1=120_p2=50_md=15_r=10-70_dp=1.0.jpg,184.0
50,120,15,10,70,1.2,926,0,926,833.4,output__p1=120_p2=50_md=15_r=10-70_dp=1.2.jpg,227.2
50,120,15,10,70,1.5,5043,0,5043,4538.7,output__p1=120_p2=50_md=15_r=10-70_dp=1.5.jpg,1783.0
50,120,25,10,70,1.0,11,0,11,9.9,output__p1=120_p2=50_md=25_r=10-70_dp=1.0.jpg,121.9
50,120,25,10,70,1.2,619,0,619,557.1,output__p1=120_p2=50_md=25_r=10-70_dp=1.2.jpg,228.7
50,120,25,10,70,1.5,2093,0,2093,1883.7,output__p1=120_p2=50_md=25_r=10-70_dp=1.5.jpg,1684.5
50,120,40,10,70,1.0,11,0,11,9.9,output__p1=120_p2=50_md=40_r=10-70_dp=1.0.jpg,219.0
50,120,40,10,70,1.2,390,0,390,351.0,output__p1=120_p2=50_md=40_r=10-70_dp=1.2.jpg,211.8
50,120,40,10,70,1.5,936,0,936,842.4,output__p1=120_p2=50_md=40_r=10-70_dp=1.5.jpg,1640.0
15,50,15,6,40,1.0,7083,0,7083,6374.7,output__p1=50_p2=15_md=15_r=6-40_dp=1.0.jpg,2588.2
15,50,15,6,40,1.2,7470,0,7470,6723.0,output__p1=50_p2=15_md=15_r=6-40_dp=1.2.jpg,2683.5
15,50,15,6,40,1.5,7582,0,7582,6823.8,output__p1=50_p2=15_md=15_r=6-40_dp=1.5.jpg,2035.6
15,50,25,6,40,1.0,2741,0,2741,2466.9,output__p1=50_p2=15_md=25_r=6-40_dp=1.0.jpg,1976.4
15,50,25,6,40,1.2,2804,0,2804,2523.6,output__p1=50_p2=15_md=25_r=6-40_dp=1.2.jpg,2155.8
15,50,25,6,40,1.5,2784,0,2784,2505.6,output__p1=50_p2=15_md=25_r=6-40_dp=1.5.jpg,1635.9
15,50,40,6,40,1.0,1081,0,1081,972.9,output__p1=50_p2=15_md=40_r=6-40_dp=1.0.jpg,1835.5
15,50,40,6,40,1.2,1107,0,1107,996.3000000000001,output__p1=50_p2=15_md=40_r=6-40_dp=1.2.jpg,1931.4
15,50,40,6,40,1.5,1123,0,1123,1010.7,output__p1=50_p2=15_md=40_r=6-40_dp=1.5.jpg,1362.3
15,80,15,6,40,1.0,6748,0,6748,6073.2,output__p1=80_p2=15_md=15_r=6-40_dp=1.0.jpg,1969.5
15,80,15,6,40,1.2,7349,0,7349,6614.1,output__p1=80_p2=15_md=15_r=6-40_dp=1.2.jpg,2555.0
15,80,15,6,40,1.5,7540,0,7540,6786.0,output__p1=80_p2=15_md=15_r=6-40_dp=1.5.jpg,1912.0
15,80,25,6,40,1.0,2645,0,2645,2380.5,output__p1=80_p2=15_md=25_r=6-40_dp=1.0.jpg,1654.2
15,80,25,6,40,1.2,2771,0,2771,2493.9,output__p1=80_p2=15_md=25_r=6-40_dp=1.2.jpg,1874.1
15,80,25,6,40,1.5,2794,0,2794,2514.6,output__p1=80_p2=15_md=25_r=6-40_dp=1.5.jpg,1422.0
15,80,40,6,40,1.0,1059,0,1059,953.1,output__p1=80_p2=15_md=40_r=6-40_dp=1.0.jpg,1621.8
15,80,40,6,40,1.2,1091,0,1091,981.9,output__p1=80_p2=15_md=40_r=6-40_dp=1.2.jpg,2101.6
15,80,40,6,40,1.5,1110,0,1110,999.0,output__p1=80_p2=15_md=40_r=6-40_dp=1.5.jpg,1400.7
15,120,15,6,40,1.0,6137,0,6137,5523.3,output__p1=120_p2=15_md=15_r=6-40_dp=1.0.jpg,1471.5
15,120,15,6,40,1.2,7074,0,7074,6366.6,output__p1=120_p2=15_md=15_r=6-40_dp=1.2.jpg,2035.3
15,120,15,6,40,1.5,7487,0,7487,6738.3,output__p1=120_p2=15_md=15_r=6-40_dp=1.5.jpg,1857.4
15,120,25,6,40,1.0,2473,0,2473,2225.7000000000003,output__p1=120_p2=15_md=25_r=6-40_dp=1.0.jpg,1146.5
15,120,25,6,40,1.2,2709,0,2709,2438.1,output__p1=120_p2=15_md=25_r=6-40_dp=1.2.jpg,1634.7
15,120,25,6,40,1.5,2756,0,2756,2480.4,output__p1=120_p2=15_md=25_r=6-40_dp=1.5.jpg,1633.2
15,120,40,6,40,1.0,1025,0,1025,922.5,output__p1=120_p2=15_md=40_r=6-40_dp=1.0.jpg,1410.1
15,120,40,6,40,1.2,1071,0,1071,963.9,output__p1=120_p2=15_md=40_r=6-40_dp=1.2.jpg,1503.4
15,120,40,6,40,1.5,1089,0,1089,980.1,output__p1=120_p2=15_md=40_r=6-40_dp=1.5.jpg,1263.3
25,50,15,6,40,1.0,2479,0,2479,2231.1,output__p1=50_p2=25_md=15_r=6-40_dp=1.0.jpg,328.5
25,50,15,6,40,1.2,5700,0,5700,5130.0,output__p1=50_p2=25_md=15_r=6-40_dp=1.2.jpg,1744.5
25,50,15,6,40,1.5,7200,0,7200,6480.0,output__p1=50_p2=25_md=15_r=6-40_dp=1.5.jpg,1940.0
25,50,25,6,40,1.0,1383,0,1383,1244.7,output__p1=50_p2=25_md=25_r=6-40_dp=1.0.jpg,260.9
25,50,25,6,40,1.2,2380,0,2380,2142.0,output__p1=50_p2=25_md=25_r=6-40_dp=1.2.jpg,980.6
25,50,25,6,40,1.5,2669,0,2669,2402.1,output__p1=50_p2=25_md=25_r=6-40_dp=1.5.jpg,1364.1
25,50,40,6,40,1.0,769,0,769,692.1,output__p1=50_p2=25_md=40_r=6-40_dp=1.0.jpg,290.3
25,50,40,6,40,1.2,977,0,977,879.3000000000001,output__p1=50_p2=25_md=40_r=6-40_dp=1.2.jpg,951.0
25,50,40,6,40,1.5,1079,0,1079,971.1,output__p1=50_p2=25_md=40_r=6-40_dp=1.5.jpg,1294.7
25,80,15,6,40,1.0,1884,0,1884,1695.6000000000001,output__p1=80_p2=25_md=15_r=6-40_dp=1.0.jpg,203.0
25,80,15,6,40,1.2,5075,0,5075,4567.5,output__p1=80_p2=25_md=15_r=6-40_dp=1.2.jpg,901.1
25,80,15,6,40,1.5,6944,0,6944,6249.6,output__p1=80_p2=25_md=15_r=6-40_dp=1.5.jpg,1808.2
25,80,25,6,40,1.0,1105,0,1105,994.5,output__p1=80_p2=25_md=25_r=6-40_dp=1.0.jpg,237.1
25,80,25,6,40,1.2,2190,0,2190,1971.0,output__p1=80_p2=25_md=25_r=6-40_dp=1.2.jpg,747.3
25,80,25,6,40,1.5,2646,0,2646,2381.4,output__p1=80_p2=25_md=25_r=6-40_dp=1.5.jpg,1187.1
25,80,40,6,40,1.0,688,0,688,619.2,output__p1=80_p2=25_md=40_r=6-40_dp=1.0.jpg,261.9
25,80,40,6,40,1.2,952,0,952,856.8000000000001,output__p1=80_p2=25_md=40_r=6-40_dp=1.2.jpg,778.9
25,80,40,6,40,1.5,1050,0,1050,945.0,output__p1=80_p2=25_md=40_r=6-40_dp=1.5.jpg,1138.9
25,120,15,6,40,1.0,1229,0,1229,1106.1000000000001,output__p1=120_p2=25_md=15_r=6-40_dp=1.0.jpg,151.2
25,120,15,6,40,1.2,4139,0,4139,3725.1,output__p1=120_p2=25_md=15_r=6-40_dp=1.2.jpg,665.5
25,120,15,6,40,1.5,6522,0,6522,5869.8,output__p1=120_p2=25_md=15_r=6-40_dp=1.5.jpg,1112.2
25,120,25,6,40,1.0,794,0,794,714.6,output__p1=120_p2=25_md=25_r=6-40_dp=1.0.jpg,145.8
25,120,25,6,40,1.2,1901,0,1901,1710.9,output__p1=120_p2=25_md=25_r=6-40_dp=1.2.jpg,503.6
25,120,25,6,40,1.5,2499,0,2499,2249.1,output__p1=120_p2=25_md=25_r=6-40_dp=1.5.jpg,1064.4
25,120,40,6,40,1.0,559,0,559,503.1,output__p1=120_p2=25_md=40_r=6-40_dp=1.0.jpg,147.9
25,120,40,6,40,1.2,879,0,879,791.1,output__p1=120_p2=25_md=40_r=6-40_dp=1.2.jpg,645.0
25,120,40,6,40,1.5,1023,0,1023,920.7,output__p1=120_p2=25_md=40_r=6-40_dp=1.5.jpg,892.9
35,50,15,6,40,1.0,175,0,175,157.5,output__p1=50_p2=35_md=15_r=6-40_dp=1.0.jpg,89.8
35,50,15,6,40,1.2,1946,0,1946,1751.4,output__p1=50_p2=35_md=15_r=6-40_dp=1.2.jpg,191.3
35,50,15,6,40,1.5,5749,0,5749,5174.1,output__p1=50_p2=35_md=15_r=6-40_dp=1.5.jpg,893.0
35,50,25,6,40,1.0,169,0,169,152.1,output__p1=50_p2=35_md=25_r=6-40_dp=1.0.jpg,91.9
35,50,25,6,40,1.2,1158,0,1158,1042.2,output__p1=50_p2=35_md=25_r=6-40_dp=1.2.jpg,184.7
35,50,25,6,40,1.5,2300,0,2300,2070.0,output__p1=50_p2=35_md=25_r=6-40_dp=1.5.jpg,789.4
35,50,40,6,40,1.0,161,0,161,144.9,output__p1=50_p2=35_md=40_r=6-40_dp=1.0.jpg,95.0
35,50,40,6,40,1.2,684,0,684,615.6,output__p1=50_p2=35_md=40_r=6-40_dp=1.2.jpg,177.7
35,50,40,6,40,1.5,975,0,975,877.5,output__p1=50_p2=35_md=40_r=6-40_dp=1.5.jpg,757.1
35,80,15,6,40,1.0,126,0,126,113.4,output__p1=80_p2=35_md=15_r=6-40_dp=1.0.jpg,89.4
35,80,15,6,40,1.2,1454,0,1454,1308.6000000000001,output__p1=80_p2=35_md=15_r=6-40_dp=1.2.jpg,148.6
35,80,15,6,40,1.5,5049,0,5049,4544.1,output__p1=80_p2=35_md=15_r=6-40_dp=1.5.jpg,688.1
35,80,25,6,40,1.0,124,0,124,111.60000000000001,output__p1=80_p2=35_md=25_r=6-40_dp=1.0.jpg,89.4
35,80,25,6,40,1.2,914,0,914,822.6,output__p1=80_p2=35_md=25_r=6-40_dp=1.2.jpg,143.9
35,80,25,6,40,1.5,2130,0,2130,1917.0,output__p1=80_p2=35_md=25_r=6-40_dp=1.5.jpg,634.7
35,80,40,6,40,1.0,121,0,121,108.9,output__p1=80_p2=35_md=40_r=6-40_dp=1.0.jpg,89.5
35,80,40,6,40,1.2,597,0,597,537.3000000000001,output__p1=80_p2=35_md=40_r=6-40_dp=1.2.jpg,144.8
35,80,40,6,40,1.5,938,0,938,844.2,output__p1=80_p2=35_md=40_r=6-40_dp=1.5.jpg,616.3
35,120,15,6,40,1.0,73,0,73,65.7,output__p1=120_p2=35_md=15_r=6-40_dp=1.0.jpg,81.9
35,120,15,6,40,1.2,921,0,921,828.9,output__p1=120_p2=35_md=15_r=6-40_dp=1.2.jpg,253.2
35,120,15,6,40,1.5,4104,0,4104,3693.6,output__p1=120_p2=35_md=15_r=6-40_dp=1.5.jpg,461.3
35,120,25,6,40,1.0,71,0,71,63.9,output__p1=120_p2=35_md=25_r=6-40_dp=1.0.jpg,83.0
35,120,25,6,40,1.2,649,0,649,584.1,output__p1=120_p2=35_md=25_r=6-40_dp=1.2.jpg,106.1
35,120,25,6,40,1.5,1816,0,1816,1634.4,output__p1=120_p2=35_md=25_r=6-40_dp=1.5.jpg,467.2
35,120,40,6,40,1.0,70,0,70,63.0,output__p1=120_p2=35_md=40_r=6-40_dp=1.0.jpg,83.8
35,120,40,6,40,1.2,490,0,490,441.0,output__p1=120_p2=35_md=40_r=6-40_dp=1.2.jpg,106.1
35,120,40,6,40,1.5,867,0,867,780.3000000000001,output__p1=120_p2=35_md=40_r=6-40_dp=1.5.jpg,545.3
50,50,15,6,40,1.0,0,0,0,0.0,output__p1=50_p2=50_md=15_r=6-40_dp=1.0.jpg,80.1
50,50,15,6,40,1.2,87,0,87,78.3,output__p1=50_p2=50_md=15_r=6-40_dp=1.2.jpg,69.3
50,50,15,6,40,1.5,1840,0,1840,1656.0,output__p1=50_p2=50_md=15_r=6-40_dp=1.5.jpg,174.5
50,50,25,6,40,1.0,0,0,0,0.0,output__p1=50_p2=50_md=25_r=6-40_dp=1.0.jpg,112.2
50,50,25,6,40,1.2,83,0,83,74.7,output__p1=50_p2=50_md=25_r=6-40_dp=1.2.jpg,76.3
50,50,25,6,40,1.5,1083,0,1083,974.7,output__p1=50_p2=50_md=25_r=6-40_dp=1.5.jpg,193.6
50,50,40,6,40,1.0,0,0,0,0.0,output__p1=50_p2=50_md=40_r=6-40_dp=1.0.jpg,105.8
50,50,40,6,40,1.2,82,0,82,73.8,output__p1=50_p2=50_md=40_r=6-40_dp=1.2.jpg,71.0
50,50,40,6,40,1.5,677,0,677,609.3000000000001,output__p1=50_p2=50_md=40_r=6-40_dp=1.5.jpg,176.0
50,80,15,6,40,1.0,0,0,0,0.0,output__p1=80_p2=50_md=15_r=6-40_dp=1.0.jpg,111.7
50,80,15,6,40,1.2,62,0,62,55.800000000000004,output__p1=80_p2=50_md=15_r=6-40_dp=1.2.jpg,72.1
50,80,15,6,40,1.5,1341,0,1341,1206.9,output__p1=80_p2=50_md=15_r=6-40_dp=1.5.jpg,165.2
50,80,25,6,40,1.0,0,0,0,0.0,output__p1=80_p2=50_md=25_r=6-40_dp=1.0.jpg,93.8
50,80,25,6,40,1.2,60,0,60,54.0,output__p1=80_p2=50_md=25_r=6-40_dp=1.2.jpg,75.8
50,80,25,6,40,1.5,858,0,858,772.2,output__p1=80_p2=50_md=25_r=6-40_dp=1.5.jpg,139.6
50,80,40,6,40,1.0,0,0,0,0.0,output__p1=80_p2=50_md=40_r=6-40_dp=1.0.jpg,82.6
50,80,40,6,40,1.2,59,0,59,53.1,output__p1=80_p2=50_md=40_r=6-40_dp=1.2.jpg,80.8
50,80,40,6,40,1.5,580,0,580,522.0,output__p1=80_p2=50_md=40_r=6-40_dp=1.5.jpg,156.7
50,120,15,6,40,1.0,0,0,0,0.0,output__p1=120_p2=50_md=15_r=6-40_dp=1.0.jpg,83.2
50,120,15,6,40,1.2,37,0,37,33.300000000000004,output__p1=120_p2=50_md=15_r=6-40_dp=1.2.jpg,84.0
50,120,15,6,40,1.5,822,0,822,739.8000000000001,output__p1=120_p2=50_md=15_r=6-40_dp=1.5.jpg,106.0
50,120,25,6,40,1.0,0,0,0,0.0,output__p1=120_p2=50_md=25_r=6-40_dp=1.0.jpg,82.9
50,120,25,6,40,1.2,35,0,35,31.5,output__p1=120_p2=50_md=25_r=6-40_dp=1.2.jpg,80.5
50,120,25,6,40,1.5,585,0,585,526.5,output__p1=120_p2=50_md=25_r=6-40_dp=1.5.jpg,113.7
50,120,40,6,40,1.0,0,0,0,0.0,output__p1=120_p2=50_md=40_r=6-40_dp=1.0.jpg,86.0
50,120,40,6,40,1.2,35,0,35,31.5,output__p1=120_p2=50_md=40_r=6-40_dp=1.2.jpg,75.5
50,120,40,6,40,1.5,441,0,441,396.90000000000003,output__p1=120_p2=50_md=40_r=6-40_dp=1.5.jpg,114.8
